panchayat_id,lgd_code,panchayat_name,block_name,district_name,station_id,date,forecast_issue_date,block_forecast_rainfall_mm,panchayat_latitude,panchayat_longitude,elevation_m,station_distance_km,lead_days,month,day_of_year,actual_rainfall_mm
1186,182779,Panhale,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3922,74.2211,625,7.19,0,1,9,7.5
1187,182780,Paregaon,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3379,73.9679,710,28.38,0,1,9,7.5
1188,182781,Parsul,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.265,74.1845,655,9.26,0,1,9,7.5
1189,182782,Pate,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3211,74.2011,625,4.18,0,1,9,7.5
1190,182783,Patharshep,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3455,74.1811,635,6.38,0,1,9,7.5
1191,182785,Pimpalnar,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3688,74.2311,620,4.41,0,1,9,7.5
1192,182784,Pimplad,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3811,74.0522,675,20.39,0,1,9,7.5
1193,182786,Puri,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3122,74.1111,650,13.59,0,1,9,7.5
1194,182787,Rahud,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.4011,74.1522,645,12.09,0,1,9,7.5
1195,182789,Rajderwadi,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.4222,74.3111,610,12.65,0,1,9,7.5
1196,182788,Raypur,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3588,74.2811,610,5.35,0,1,9,7.5
1197,182790,Redgaon Kh.,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3011,74.1222,650,12.7,0,1,9,7.5
1198,182791,Salsane,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3411,74.0511,680,19.73,0,1,9,7.5
1199,182792,Shelu,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.22,74.1682,690,14.34,0,1,9,7.5
1200,182793,Shinde,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3013,74.3383,605,10.74,0,1,9,7.5
1201,182794,Shingave,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.0338,74.0404,615,38.97,0,9,247,45.2
1202,182795,Shirsane,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3111,74.1522,625,9.39,0,9,247,45.2
1203,182796,Shirur,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3411,74.1111,640,13.5,0,9,247,45.2
1204,182797,Shivare,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.0597,74.1457,610,31.63,0,9,247,45.2
1205,182798,Sogras,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3211,74.1011,655,14.52,0,9,247,45.2
1206,182799,Sonisangvi,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3111,74.0522,670,19.7,0,9,247,45.2
1207,182800,Sutarkheda,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3522,74.2611,620,3.31,0,9,247,45.2
1208,182801,Talegoan Rohi,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3322,74.2422,618,0.34,0,9,247,45.2
1209,182802,Talwade,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3922,74.1811,635,9.25,0,9,247,45.2
1210,182803,Tisgaon,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3111,74.1522,645,9.39,0,9,247,45.2
1211,182804,Urdhul,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3211,74.1111,655,13.48,0,9,247,45.2
1212,182805,Uswad,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3368,74.3197,595,8.34,0,9,247,45.2
1213,182807,Vadalibhoi,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.2841,74.1072,650,14.76,0,9,247,45.2
1214,182808,Vadbare,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3011,74.1422,645,10.69,0,9,247,45.2
1215,182809,Vadgaonpada,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3555,74.2011,625,4.95,0,9,247,45.2
1216,182810,Vadner Bhairav,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.2522,74.0811,655,18.69,0,9,247,45.2
1217,182813,Vitave,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3922,74.2422,620,6.92,0,9,247,45.2
1218,182806,Wad,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3411,74.1122,650,13.38,0,9,247,45.2
1219,182814,Waghdard,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3555,74.2011,625,4.95,0,9,247,45.2
1220,237157,Wahegaon,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3122,74.1522,640,9.37,0,9,247,45.2
1221,182811,Waki Bk.,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3211,74.1111,650,13.48,0,9,247,45.2
1222,182812,Waki Kd.,Chandwad,Nashik,Chandwad AWS,2026-09-04,2026-09-04,40.0,20.3322,74.1222,645,12.29,0,9,247,45.2
1223,182815,Bhaur,Deola,Nashik,Deola ARG,2026-09-04,2026-09-04,35.0,20.4522,74.2155,630,4.19,0,9,247,38.5
1224,182816,Chinchave,Deola,Nashik,Deola ARG,2026-09-04,2026-09-04,35.0,20.7929,74.4644,580,46.53,0,9,247,38.5
1225,182817,Dahiwad,Deola,Nashik,Deola ARG,2026-09-04,2026-09-04,35.0,20.4311,74.3,615,13.23,0,9,247,38.5
1226,294589,Deopurpa,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4811,74.2422,620,6.6,0,9,246,2.1
1227,182819,Dongargaon,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4611,74.1122,655,7.13,0,9,246,2.1
1228,182820,Fule Malwadi,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4722,74.2011,625,2.21,0,9,246,2.1
1229,182821,Fulenagar,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4522,74.0811,665,10.49,0,9,246,2.1
1230,182822,Girnare,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4911,74.1522,645,3.73,0,9,246,2.1
1231,182823,Gunjalnagar,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4811,74.2211,625,4.46,0,9,246,2.1
1232,182824,Kankapur,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4411,74.1811,640,3.22,0,9,246,2.1
1233,182825,Kapashi,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4611,74.2911,605,11.62,0,9,246,2.1
1234,182826,Khadaktale,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4711,74.1222,655,6.02,0,9,246,2.1
1235,182827,Khalap,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4222,74.3311,610,16.62,0,9,246,2.1
1236,182828,Khamkheda,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4911,74.3522,595,18.09,0,9,246,2.1
1237,182829,Kharde (W),Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4811,74.2811,615,10.6,0,9,246,2.1
1238,182830,Khuntewadi,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4555,74.1122,655,7.24,0,9,246,2.1
1239,182831,Kumbharde,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4411,74.0511,670,13.81,0,9,246,2.1
1240,182832,Lohoner,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.514,74.1982,630,5.25,0,9,246,2.1
1241,182833,Mahalpatre,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.5011,74.1422,650,5.24,0,9,246,2.1
1242,182835,Malwadi,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4711,74.1522,645,2.9,0,9,246,2.1
1243,182836,Matane,Deola,Nashik,Deola ARG,2026-09-03,2026-09-03,5.0,20.4611,74.1111,660,7.25,0,9,246,2.1
1244,182837,Meshi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4726,74.2989,605,12.39,0,9,245,1.4
1245,182834,M.Fulenagar,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4811,74.2011,630,2.52,0,9,245,1.4
1246,182838,Nimbola,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4911,74.1811,640,2.35,0,9,245,1.4
1247,182839,Pimpalgaon,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4822,74.1511,650,3.3,0,9,245,1.4
1248,182840,Rameshwar,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4711,74.3122,605,13.77,0,9,245,1.4
1249,182841,Sangavi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4611,74.2811,610,10.58,0,9,245,1.4
1250,182842,Satwaiwadi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4511,74.1111,665,7.48,0,9,245,1.4
1251,182843,Savki (Lo),Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.5111,74.1922,635,4.74,0,9,245,1.4
1252,182844,Sheri (Lo),Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.5211,74.2011,630,6.09,0,9,245,1.4
1253,182845,Shrirampur,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4811,74.2122,628,3.57,0,9,245,1.4
1254,182846,Subhashnagar,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4711,74.2422,622,6.48,0,9,245,1.4
1255,182847,Tisgaon,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4911,74.3111,605,13.86,0,9,245,1.4
1256,182848,Umarane,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4588,74.3411,600,16.83,0,9,245,1.4
1257,182849,Varhale,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.5011,74.2811,610,11.08,0,9,245,1.4
1258,182850,Varwandi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4711,74.1422,655,3.94,0,9,245,1.4
1259,182851,Vasol,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4411,74.3311,605,16.07,0,9,245,1.4
1260,182852,Vijaynager,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4611,74.2011,632,2.41,0,9,245,1.4
1261,182853,Vithewadi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4522,74.1811,638,1.98,0,9,245,1.4
1262,182854,Wajgaon ('L),Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.5111,74.1911,635,4.71,0,9,245,1.4
1263,182855,Wakhari,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4711,74.1111,660,7.18,0,9,245,1.4
1264,182856,Warshi,Deola,Nashik,Deola ARG,2026-09-02,2026-09-02,8.0,20.4911,74.1222,655,6.46,0,9,245,1.4
1265,182857,Ahiwantwadi,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2311,73.8522,645,3.3,0,9,245,1.5
1266,182858,Akrale,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.1522,73.8211,634,6.49,0,9,245,1.5
1267,182859,Ambad,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.1811,73.8122,640,3.71,0,9,245,1.5
1268,182860,Ambaner,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2111,73.8822,630,5.45,0,9,245,1.5
1269,182861,Ambedindori,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2011,73.9122,625,8.63,0,9,245,1.5
1270,182862,Ambegani,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.1822,73.8411,638,3.3,0,9,245,1.5
1271,182863,Ambewani,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.1711,73.8011,645,5.27,0,9,245,1.5
1272,182864,Ashewadi,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.1311,73.8222,650,8.81,0,9,245,1.5
1273,182865,Awankhed,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2522,73.8111,640,5.09,0,9,245,1.5
1274,182866,Badgichap,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2811,73.8411,645,7.99,0,9,245,1.5
1275,182867,Bhanwad,Dindori,Nashik,Dindori AWS,2026-09-02,2026-09-02,12.0,20.2422,73.8811,635,6.42,0,9,245,1.5
1276,182868,Bhatode,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1911,73.8522,642,3.13,0,9,244,1.3
1277,182869,Bopegaon,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1611,73.8911,630,8.38,0,9,244,1.3
1278,182870,Chachadgaon,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2111,73.8011,655,3.02,0,9,244,1.3
1279,182871,Chandikapur,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2322,73.8411,648,2.73,0,9,244,1.3
1280,182874,Charose,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2211,73.8222,645,1.48,0,9,244,1.3
1281,182873,Chausale,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.4117,73.7866,665,22.88,0,9,244,1.3
1282,182872,Chinchakhed,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1511,73.9111,625,10.7,0,9,244,1.3
1283,182875,Dahegaon,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1811,73.8511,645,3.9,0,9,244,1.3
1284,182876,Dahivi,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.3302,73.8873,640,14.64,0,9,244,1.3
1285,182877,Dehare,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2411,73.8911,635,7.25,0,9,244,1.3
1286,182878,Deoghar,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2111,73.8211,645,0.94,0,9,244,1.3
1287,182879,Deopada,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2022,73.8111,648,2.15,0,9,244,1.3
1288,182880,Deopur,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1822,73.8822,635,6.26,0,9,244,1.3
1289,182881,Deosane,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1911,73.8311,640,2.1,0,9,244,1.3
1290,182882,Deothan,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2211,73.8511,640,2.52,0,9,244,1.3
1291,182883,Dhagur,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1311,73.8011,665,9.28,0,9,244,1.3
1292,182884,Dhakambe,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1211,73.8211,660,9.93,0,9,244,1.3
1293,182885,Dhaur,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2411,73.8511,645,4.1,0,9,244,1.3
1294,274333,Dhondalpara,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2511,73.8811,635,7.02,0,9,244,1.3
1295,182889,Gandole,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.3805,73.5922,720,31.22,0,9,244,1.3
1296,182890,Gawalwadi,Dindori,Nashik,Ozar ARG,2026-09-01,2026-09-01,15.0,20.0924,73.7518,680,16.52,0,9,244,1.3
1297,182891,Golshi,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2111,73.8111,655,1.98,0,9,244,1.3
1298,182892,Gondegon,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1811,73.9111,620,9.05,0,9,244,1.3
1299,182893,Hastedum,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.1922,73.8511,645,2.96,0,9,244,1.3
1300,182894,Hatnore,Dindori,Nashik,Dindori AWS,2026-09-01,2026-09-01,15.0,20.2311,73.8811,635,5.83,0,9,244,1.3
1301,182991,Bharvir Kh.,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7422,73.7411,625,19.18,0,4,99,28.5
1302,182992,Bhavali Bk,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6522,73.5111,680,7.52,0,4,99,28.5
1303,182993,Bhavali Kh,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6488,73.5222,695,7.01,0,4,99,28.5
1304,182994,Borli,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6431,73.5718,660,6.16,0,4,99,28.5
1305,182995,Bortembha,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6322,73.5411,710,7.7,0,4,99,28.5
1306,182996,Chinchalekhaire,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7111,73.4811,655,8.8,0,4,99,28.5
1307,182997,Daundat,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7811,73.6522,615,13.06,0,4,99,28.5
1308,182998,Deole,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7211,73.6011,630,4.66,0,4,99,28.5
1309,182999,Dhamangaon,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7611,73.7111,620,16.92,0,4,99,28.5
1310,183000,Dhamani,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6811,73.5822,665,2.68,0,4,99,28.5
1311,183002,Dhanorli,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7011,73.6511,618,9.12,0,4,99,28.5
1312,183001,Dhargaon,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7122,73.6222,622,6.29,0,4,99,28.5
1313,183003,Fangulgavhan,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7522,73.5511,610,6.18,0,4,99,28.5
1314,183004,Garudeshwar,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7222,73.6122,630,5.72,0,4,99,28.5
1315,183005,Ghoti Bk,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7167,73.6244,615,6.66,0,4,99,28.5
1316,183006,Ghoti Kh,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7167,73.6244,615,6.66,0,4,99,28.5
1317,183007,Gondedumala,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.8275,73.6814,605,18.93,0,4,99,28.5
1318,183008,Indore,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6342,73.7072,640,16.59,0,4,99,28.5
1319,183009,Janori,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.8054,73.6973,612,18.36,0,4,99,28.5
1320,183010,Kaluste,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6621,73.6392,645,8.83,0,4,99,28.5
1321,183011,Kanchangaon,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6911,73.5111,670,5.59,0,4,99,28.5
1322,183012,Karhole,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7989,73.5803,615,11.35,0,4,99,28.5
1323,182985,Kawanai,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.781,73.617,628,10.77,0,4,99,28.5
1324,183013,Khadked,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.6711,73.5511,680,3.28,0,4,99,28.5
1325,183016,Khairgaon,Igatpuri,Nashik,Igatpuri AWS,2026-04-09,2026-04-09,20.0,19.7092,73.6618,605,10.31,0,4,99,28.5
1326,183014,Khambale,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7331,73.6372,618,8.6,0,3,68,12.4
1327,183015,Khed,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6615,73.7063,635,15.44,0,3,68,12.4
1328,183017,Korapgaon,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6822,73.6122,655,5.34,0,3,68,12.4
1329,245160,Krishnanagar,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7522,73.7011,612,15.56,0,3,68,12.4
1330,183023,Kurhegaon,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8264,73.6963,608,19.89,0,3,68,12.4
1331,183019,Kurnoli,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6711,73.6011,660,4.9,0,3,68,12.4
1332,183020,Kurungwadi,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6219,73.6318,690,11.05,0,3,68,12.4
1333,259712,Kushegaon,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8645,73.5754,595,18.55,0,3,68,12.4
1334,245159,Laxminagar,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7322,73.6522,612,9.99,0,3,68,12.4
1335,183022,Malunje,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7911,73.7011,605,17.69,0,3,68,12.4
1336,183024,Manikkhamb,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7211,73.5511,635,2.9,0,3,68,12.4
1337,183029,Manjargaon,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6522,73.6734,650,12.54,0,3,68,12.4
1338,183025,Manvedhe,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6622,73.6111,675,6.34,0,3,68,12.4
1339,183021,Maydara,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6411,73.5211,720,7.76,0,3,68,12.4
1340,183026,Mhasurli,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8324,73.5362,615,15.23,0,3,68,12.4
1341,259713,Modale,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8527,73.6115,590,17.91,0,3,68,12.4
1342,183027,Mogre,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7811,73.5522,630,9.32,0,3,68,12.4
1343,183028,Mukane,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8022,73.7111,605,19.27,0,3,68,12.4
1344,183018,Mundhegaon,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7511,73.6511,625,10.86,0,3,68,12.4
1345,183030,Murambi,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8509,73.6435,595,18.93,0,3,68,12.4
1346,183031,Nagosali,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8026,73.5347,625,12.03,0,3,68,12.4
1347,183032,Nandgaon Bk,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6747,73.5693,685,2.65,0,3,68,12.4
1348,183033,Nandgaon Sado,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.6747,73.5693,685,2.65,0,3,68,12.4
1349,183034,Nandurvaidya,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.8206,73.7318,602,22.23,0,3,68,12.4
1350,183035,Ninavi,Igatpuri,Nashik,Igatpuri AWS,2026-03-09,2026-03-09,15.0,19.7511,73.5822,645,6.2,0,3,68,12.4
1351,183036,Ondali,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.6455,73.7122,635,16.58,0,2,40,52.2
1352,183037,Padali (D),Igatpuri,Nashik,Sinnar AWS,2026-02-09,2026-02-09,45.0,19.7015,73.9585,590,15.56,0,2,40,44.8
1353,183038,Pimpalgaon Bhatata,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.8242,73.5355,622,14.35,0,2,40,52.2
1354,183039,Pimpalgaon Dukra,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7915,73.6822,615,16.16,0,2,40,52.2
1355,183041,Pimpalgaon More,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.8601,73.6744,605,21.41,0,2,40,52.2
1356,183040,Pimpalgaon Ghadga,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7822,73.6211,635,11.11,0,2,40,52.2
1357,183042,Pimpri-Sadrddino,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.6744,73.6122,670,5.69,0,2,40,52.2
1358,183043,Rayambe,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7969,73.5925,615,11.39,0,2,40,52.2
1359,183044,Sakur,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.6211,73.6822,665,15.04,0,2,40,52.2
1360,183045,Samnera,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7122,73.6544,618,9.59,0,2,40,52.2
1361,183046,Sanjegaon,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.824,73.6119,612,14.88,0,2,40,52.2
1362,183047,Shenit,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7544,73.5822,635,6.55,0,2,40,52.2
1363,183048,Shenwad Bk,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.6953,73.6458,620,8.57,0,2,40,52.2
1364,183049,Shenwad Kh,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.6953,73.6458,620,8.57,0,2,40,52.2
1365,183050,Shevagedang,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7122,73.5211,685,4.76,0,2,40,52.2
1366,183051,Shirsate,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.7211,73.5544,650,2.76,0,2,40,52.2
1367,183052,Somaj,Igatpuri,Nashik,Igatpuri AWS,2026-02-09,2026-02-09,45.0,19.8122,73.5822,615,12.84,0,2,40,52.2
