panchayat_id,lgd_code,panchayat_name,block_name,district_name,latitude,longitude,elevation_m,date,forecast_issue_date,block_forecast_rainfall_mm,station_id,station_latitude,station_longitude,station_distance_km,actual_rainfall_mm,
1184,182777,Nimgavhan,Chandwad,Nashik,20.3211,74.1611,640,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,8.3,7.5,
1185,182778,Nimon,Chandwad,Nashik,20.2822,74.1422,650,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,11.5,7.5,
1186,182779,Panhale,Chandwad,Nashik,20.3922,74.2211,625,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,7.2,7.5,
1187,182780,Paregaon,Chandwad,Nashik,20.3379,73.9679,710,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,28.3,7.5,
1188,182781,Parsul,Chandwad,Nashik,20.265,74.1845,655,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,9.3,7.5,
1189,182782,Pate,Chandwad,Nashik,20.3211,74.2011,625,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,4.2,7.5,
1190,182783,Patharshep,Chandwad,Nashik,20.3455,74.1811,635,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,6.4,7.5,
1191,182785,Pimpalnar,Chandwad,Nashik,20.3688,74.2311,620,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,4.4,7.5,
1192,182784,Pimplad,Chandwad,Nashik,20.3811,74.0522,675,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,20.4,7.5,
1193,182786,Puri,Chandwad,Nashik,20.3122,74.1111,650,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,13.6,7.5,
1194,182787,Rahud,Chandwad,Nashik,20.4011,74.1522,645,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,12,7.5,
1195,182789,Rajderwadi,Chandwad,Nashik,20.4222,74.3111,610,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,12.7,7.5,
1196,182788,Raypur,Chandwad,Nashik,20.3588,74.2811,610,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,5.4,7.5,
1197,182790,Redgaon Kh.,Chandwad,Nashik,20.3011,74.1222,650,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,12.7,7.5,
1198,182791,Salsane,Chandwad,Nashik,20.3411,74.0511,680,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,19.7,7.5,
1199,182792,Shelu,Chandwad,Nashik,20.22,74.1682,690,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,14.2,7.5,
1200,182793,Shinde,Chandwad,Nashik,20.3013,74.3383,605,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,10.7,7.5,
1201,182794,Shingave,Chandwad,Nashik,20.0338,74.0404,615,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,39.1,45.2,
1202,182795,Shirsane,Chandwad,Nashik,20.3111,74.1522,625,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,9.4,45.2,
1203,182796,Shirur,Chandwad,Nashik,20.3411,74.1111,640,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,13.5,45.2,
1204,182797,Shivare,Chandwad,Nashik,20.0597,74.1457,610,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,31.5,45.2,
1205,182798,Sogras,Chandwad,Nashik,20.3211,74.1011,655,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,14.5,45.2,
1206,182799,Sonisangvi,Chandwad,Nashik,20.3111,74.0522,670,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,19.7,45.2,
1207,182800,Sutarkheda,Chandwad,Nashik,20.3522,74.2611,620,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,3.2,45.2,
1208,182801,Talegoan Rohi,Chandwad,Nashik,20.3322,74.2422,618,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,0.3,45.2,
1209,182802,Talwade,Chandwad,Nashik,20.3922,74.1811,635,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,9.2,45.2,
1210,182803,Tisgaon,Chandwad,Nashik,20.3111,74.1522,645,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,9.4,45.2,
1211,182804,Urdhul,Chandwad,Nashik,20.3211,74.1111,655,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,13.5,45.2,
1212,182805,Uswad,Chandwad,Nashik,20.3368,74.3197,595,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,8.3,45.2,
1213,182807,Vadalibhoi,Chandwad,Nashik,20.2841,74.1072,650,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,14.7,45.2,
1214,182808,Vadbare,Chandwad,Nashik,20.3011,74.1422,645,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,10.7,45.2,
1215,182809,Vadgaonpada,Chandwad,Nashik,20.3555,74.2011,625,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,4.9,45.2,
1216,182810,Vadner Bhairav,Chandwad,Nashik,20.2522,74.0811,655,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,18.8,45.2,
1217,182813,Vitave,Chandwad,Nashik,20.3922,74.2422,620,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,6.9,45.2,
1218,182806,Wad,Chandwad,Nashik,20.3411,74.1122,650,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,13.4,45.2,
1219,182814,Waghdard,Chandwad,Nashik,20.3555,74.2011,625,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,4.9,45.2,
1220,237157,Wahegaon,Chandwad,Nashik,20.3122,74.1522,640,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,9.4,45.2,
1221,182811,Waki Bk.,Chandwad,Nashik,20.3211,74.1111,650,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,13.5,45.2,
1222,182812,Waki Kd.,Chandwad,Nashik,20.3322,74.1222,645,04-09-2026,04-09-2026,40,Chandwad AWS,20.33,74.24,12.3,45.2,
1223,182815,Bhaur,Deola,Nashik,20.4522,74.2155,630,04-09-2026,04-09-2026,35,Deola ARG,20.47,74.18,4.2,38.5,
1224,182816,Chinchave,Deola,Nashik,20.7929,74.4644,580,04-09-2026,04-09-2026,35,Deola ARG,20.47,74.18,46.5,38.5,
1225,182817,Dahiwad,Deola,Nashik,20.4311,74.3,615,04-09-2026,04-09-2026,35,Deola ARG,20.47,74.18,13.2,38.5,
1226,294589,Deopurpa,Deola,Nashik,20.4811,74.2422,620,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,6.6,2.1,
1227,182819,Dongargaon,Deola,Nashik,20.4611,74.1122,655,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,7.1,2.1,
1228,182820,Fule Malwadi,Deola,Nashik,20.4722,74.2011,625,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,2.2,2.1,
1229,182821,Fulenagar,Deola,Nashik,20.4522,74.0811,665,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,10.5,2.1,
1230,182822,Girnare,Deola,Nashik,20.4911,74.1522,645,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,3.7,2.1,
1231,182823,Gunjalnagar,Deola,Nashik,20.4811,74.2211,625,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,4.4,2.1,
1232,182824,Kankapur,Deola,Nashik,20.4411,74.1811,640,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,3.2,2.1,
1233,182825,Kapashi,Deola,Nashik,20.4611,74.2911,605,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,11.6,2.1,
1234,182826,Khadaktale,Deola,Nashik,20.4711,74.1222,655,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,6,2.1,
1235,182827,Khalap,Deola,Nashik,20.4222,74.3311,610,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,16.6,2.1,
1236,182828,Khamkheda,Deola,Nashik,20.4911,74.3522,595,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,18.1,2.1,
1237,182829,Kharde (W),Deola,Nashik,20.4811,74.2811,615,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,10.6,2.1,
1238,182830,Khuntewadi,Deola,Nashik,20.4555,74.1122,655,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,7.2,2.1,
1239,182831,Kumbharde,Deola,Nashik,20.4411,74.0511,670,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,13.7,2.1,
1240,182832,Lohoner,Deola,Nashik,20.514,74.1982,630,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,5.2,2.1,
1241,182833,Mahalpatre,Deola,Nashik,20.5011,74.1422,650,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,5.3,2.1,
1242,182835,Malwadi,Deola,Nashik,20.4711,74.1522,645,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,2.9,2.1,
1243,182836,Matane,Deola,Nashik,20.4611,74.1111,660,03-09-2026,03-09-2026,5,Deola ARG,20.47,74.18,7.2,2.1,
1244,182837,Meshi,Deola,Nashik,20.4726,74.2989,605,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,12.4,1.4,
1245,182834,M.Fulenagar,Deola,Nashik,20.4811,74.2011,630,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,2.5,1.4,
1246,182838,Nimbola,Deola,Nashik,20.4911,74.1811,640,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,2.4,1.4,
1247,182839,Pimpalgaon,Deola,Nashik,20.4822,74.1511,650,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,3.3,1.4,
1248,182840,Rameshwar,Deola,Nashik,20.4711,74.3122,605,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,13.8,1.4,
1249,182841,Sangavi,Deola,Nashik,20.4611,74.2811,610,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,10.6,1.4,
1250,182842,Satwaiwadi,Deola,Nashik,20.4511,74.1111,665,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,7.5,1.4,
1251,182843,Savki (Lo),Deola,Nashik,20.5111,74.1922,635,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,4.7,1.4,
1252,182844,Sheri (Lo),Deola,Nashik,20.5211,74.2011,630,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,6.1,1.4,
1253,182845,Shrirampur,Deola,Nashik,20.4811,74.2122,628,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,3.6,1.4,
1254,182846,Subhashnagar,Deola,Nashik,20.4711,74.2422,622,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,6.5,1.4,
1255,182847,Tisgaon,Deola,Nashik,20.4911,74.3111,605,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,13.8,1.4,
1256,182848,Umarane,Deola,Nashik,20.4588,74.3411,600,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,16.8,1.4,
1257,182849,Varhale,Deola,Nashik,20.5011,74.2811,610,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,11,1.4,
1258,182850,Varwandi,Deola,Nashik,20.4711,74.1422,655,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,3.9,1.4,
1259,182851,Vasol,Deola,Nashik,20.4411,74.3311,605,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,16,1.4,
1260,182852,Vijaynager,Deola,Nashik,20.4611,74.2011,632,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,2.4,1.4,
1261,182853,Vithewadi,Deola,Nashik,20.4522,74.1811,638,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,2,1.4,
1262,182854,Wajgaon ('L),Deola,Nashik,20.5111,74.1911,635,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,4.7,1.4,
1263,182855,Wakhari,Deola,Nashik,20.4711,74.1111,660,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,7.2,1.4,
1264,182856,Warshi,Deola,Nashik,20.4911,74.1222,655,02-09-2026,02-09-2026,8,Deola ARG,20.47,74.18,6.4,1.4,
1265,182857,Ahiwantwadi,Dindori,Nashik,20.2311,73.8522,645,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,3.3,1.5,
1266,182858,Akrale,Dindori,Nashik,20.1522,73.8211,634,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,6.5,1.5,
1267,182859,Ambad,Dindori,Nashik,20.1811,73.8122,640,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,3.7,1.5,
1268,182860,Ambaner,Dindori,Nashik,20.2111,73.8822,630,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,5.4,1.5,
1269,182861,Ambedindori,Dindori,Nashik,20.2011,73.9122,625,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,8.6,1.5,
1270,182862,Ambegani,Dindori,Nashik,20.1822,73.8411,638,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,3.3,1.5,
1271,182863,Ambewani,Dindori,Nashik,20.1711,73.8011,645,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,5.3,1.5,
1272,182864,Ashewadi,Dindori,Nashik,20.1311,73.8222,650,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,8.8,1.5,
1273,182865,Awankhed,Dindori,Nashik,20.2522,73.8111,640,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,5.1,1.5,
1274,182866,Badgichap,Dindori,Nashik,20.2811,73.8411,645,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,8,1.5,
1275,182867,Bhanwad,Dindori,Nashik,20.2422,73.8811,635,02-09-2026,02-09-2026,12,Dindori AWS,20.21,73.83,6.4,1.5,
1276,182868,Bhatode,Dindori,Nashik,20.1911,73.8522,642,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,3.1,1.3,
1277,182869,Bopegaon,Dindori,Nashik,20.1611,73.8911,630,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,8.4,1.3,
1278,182870,Chachadgaon,Dindori,Nashik,20.2111,73.8011,655,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,3,1.3,
1279,182871,Chandikapur,Dindori,Nashik,20.2322,73.8411,648,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,2.7,1.3,
1280,182874,Charose,Dindori,Nashik,20.2211,73.8222,645,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,1.5,1.3,
1281,182873,Chausale,Dindori,Nashik,20.4117,73.7866,665,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,22.9,1.3,
1282,182872,Chinchakhed,Dindori,Nashik,20.1511,73.9111,625,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,10.7,1.3,
1283,182875,Dahegaon,Dindori,Nashik,20.1811,73.8511,645,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,3.9,1.3,
1284,182876,Dahivi,Dindori,Nashik,20.3302,73.8873,640,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,14.7,1.3,
1285,182877,Dehare,Dindori,Nashik,20.2411,73.8911,635,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,7.3,1.3,
1286,182878,Deoghar,Dindori,Nashik,20.2111,73.8211,645,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,0.9,1.3,
1287,182879,Deopada,Dindori,Nashik,20.2022,73.8111,648,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,2.1,1.3,
1288,182880,Deopur,Dindori,Nashik,20.1822,73.8822,635,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,6.2,1.3,
1289,182881,Deosane,Dindori,Nashik,20.1911,73.8311,640,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,2.1,1.3,
1290,182882,Deothan,Dindori,Nashik,20.2211,73.8511,640,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,2.5,1.3,
1291,182883,Dhagur,Dindori,Nashik,20.1311,73.8011,665,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,9.3,1.3,
1292,182884,Dhakambe,Dindori,Nashik,20.1211,73.8211,660,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,9.9,1.3,
1293,182885,Dhaur,Dindori,Nashik,20.2411,73.8511,645,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,4.1,1.3,
1294,274333,Dhondalpara,Dindori,Nashik,20.2511,73.8811,635,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,7,1.3,
1295,182889,Gandole,Dindori,Nashik,20.3805,73.5922,720,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,31.2,1.3,
1296,182890,Gawalwadi,Dindori,Nashik,20.0924,73.7518,680,01-09-2026,01-09-2026,15,Ozar ARG,20.09,73.91,16.5,1.3,
1297,182891,Golshi,Dindori,Nashik,20.2111,73.8111,655,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,1.9,1.3,
1298,182892,Gondegon,Dindori,Nashik,20.1811,73.9111,620,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,9.1,1.3,
1299,182893,Hastedum,Dindori,Nashik,20.1922,73.8511,645,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,3,1.3,
1300,182894,Hatnore,Dindori,Nashik,20.2311,73.8811,635,01-09-2026,01-09-2026,15,Dindori AWS,20.21,73.83,5.8,1.3,
1301,182991,Bharvir Kh.,Igatpuri,Nashik,19.7422,73.7411,625,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,19.1,28.5,
1302,182992,Bhavali Bk,Igatpuri,Nashik,19.6522,73.5111,680,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,7.4,28.5,
1303,182993,Bhavali Kh,Igatpuri,Nashik,19.6488,73.5222,695,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,7.1,28.5,
1304,182994,Borli,Igatpuri,Nashik,19.6431,73.5718,660,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,6.2,28.5,
1305,182995,Bortembha,Igatpuri,Nashik,19.6322,73.5411,710,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,7.7,28.5,
1306,182996,Chinchalekhaire,Igatpuri,Nashik,19.7111,73.4811,655,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,8.8,28.5,
1307,182997,Daundat,Igatpuri,Nashik,19.7811,73.6522,615,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,13.2,28.5,
1308,182998,Deole,Igatpuri,Nashik,19.7211,73.6011,630,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,4.6,28.5,
1309,182999,Dhamangaon,Igatpuri,Nashik,19.7611,73.7111,620,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,17,28.5,
1310,183000,Dhamani,Igatpuri,Nashik,19.6811,73.5822,665,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,2.8,28.5,
1311,183002,Dhanorli,Igatpuri,Nashik,19.7011,73.6511,618,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,9.2,28.5,
1312,183001,Dhargaon,Igatpuri,Nashik,19.7122,73.6222,622,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,6.3,28.5,
1313,183003,Fangulgavhan,Igatpuri,Nashik,19.7522,73.5511,610,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,6.2,28.5,
1314,183004,Garudeshwar,Igatpuri,Nashik,19.7222,73.6122,630,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,5.6,28.5,
1315,183005,Ghoti Bk,Igatpuri,Nashik,19.7167,73.6244,615,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,6.7,28.5,
1316,183006,Ghoti Kh,Igatpuri,Nashik,19.7167,73.6244,615,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,6.7,28.5,
1317,183007,Gondedumala,Igatpuri,Nashik,19.8275,73.6814,605,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,18.9,28.5,
1318,183008,Indore,Igatpuri,Nashik,19.6342,73.7072,640,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,16.6,28.5,
1319,183009,Janori,Igatpuri,Nashik,19.8054,73.6973,612,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,18.2,28.5,
1320,183010,Kaluste,Igatpuri,Nashik,19.6621,73.6392,645,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,8.7,28.5,
1321,183011,Kanchangaon,Igatpuri,Nashik,19.6911,73.5111,670,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,5.6,28.5,
1322,183012,Karhole,Igatpuri,Nashik,19.7989,73.5803,615,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,11.3,28.5,
1323,182985,Kawanai,Igatpuri,Nashik,19.781,73.617,628,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,10.8,28.5,
1324,183013,Khadked,Igatpuri,Nashik,19.6711,73.5511,680,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,3.3,28.5,
1325,183016,Khairgaon,Igatpuri,Nashik,19.7092,73.6618,605,09-04-2026,09-04-2026,20,Igatpuri AWS,19.698,73.564,10.3,28.5,
1326,183014,Khambale,Igatpuri,Nashik,19.7331,73.6372,618,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,8.6,12.4,
1327,183015,Khed,Igatpuri,Nashik,19.6615,73.7063,635,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,15.4,12.4,
1328,183017,Korapgaon,Igatpuri,Nashik,19.6822,73.6122,655,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,5.3,12.4,
1329,245160,Krishnanagar,Igatpuri,Nashik,19.7522,73.7011,612,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,15.6,12.4,
1330,183023,Kurhegaon,Igatpuri,Nashik,19.8264,73.6963,608,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,19.9,12.4,
1331,183019,Kurnoli,Igatpuri,Nashik,19.6711,73.6011,660,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,4.9,12.4,
1332,183020,Kurungwadi,Igatpuri,Nashik,19.6219,73.6318,690,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,11,12.4,
1333,259712,Kushegaon,Igatpuri,Nashik,19.8645,73.5754,595,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,18.5,12.4,
1334,245159,Laxminagar,Igatpuri,Nashik,19.7322,73.6522,612,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,10,12.4,
1335,183022,Malunje,Igatpuri,Nashik,19.7911,73.7011,605,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,17.7,12.4,
1336,183024,Manikkhamb,Igatpuri,Nashik,19.7211,73.5511,635,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,2.9,12.4,
1337,183029,Manjargaon,Igatpuri,Nashik,19.6522,73.6734,650,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,12.6,12.4,
1338,183025,Manvedhe,Igatpuri,Nashik,19.6622,73.6111,675,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,6.3,12.4,
1339,183021,Maydara,Igatpuri,Nashik,19.6411,73.5211,720,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,7.8,12.4,
1340,183026,Mhasurli,Igatpuri,Nashik,19.8324,73.5362,615,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,15.2,12.4,
1341,259713,Modale,Igatpuri,Nashik,19.8527,73.6115,590,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,17.9,12.4,
1342,183027,Mogre,Igatpuri,Nashik,19.7811,73.5522,630,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,9.3,12.4,
1343,183028,Mukane,Igatpuri,Nashik,19.8022,73.7111,605,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,19.2,12.4,
1344,183018,Mundhegaon,Igatpuri,Nashik,19.7511,73.6511,625,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,10.9,12.4,
1345,183030,Murambi,Igatpuri,Nashik,19.8509,73.6435,595,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,18.8,12.4,
1346,183031,Nagosali,Igatpuri,Nashik,19.8026,73.5347,625,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,12,12.4,
1347,183032,Nandgaon Bk,Igatpuri,Nashik,19.6747,73.5693,685,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,2.6,12.4,
1348,183033,Nandgaon Sado,Igatpuri,Nashik,19.6747,73.5693,685,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,2.6,12.4,
1349,183034,Nandurvaidya,Igatpuri,Nashik,19.8206,73.7318,602,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,22.4,12.4,
1350,183035,Ninavi,Igatpuri,Nashik,19.7511,73.5822,645,09-03-2026,09-03-2026,15,Igatpuri AWS,19.698,73.564,6.2,12.4,
1351,183036,Ondali,Igatpuri,Nashik,19.6455,73.7122,635,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,16.6,52.2,
1352,183037,Padali (D),Igatpuri,Nashik,19.7015,73.9585,590,09-02-2026,09-02-2026,45,Sinnar AWS,19.84,73.98,15.6,44.8,
1353,183038,Pimpalgaon Bhatata,Igatpuri,Nashik,19.8242,73.5355,622,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,14.3,52.2,
1354,183039,Pimpalgaon Dukra,Igatpuri,Nashik,19.7915,73.6822,615,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,16.2,52.2,
1355,183041,Pimpalgaon More,Igatpuri,Nashik,19.8601,73.6744,605,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,21.4,52.2,
1356,183040,Pimpalgaon Ghadga,Igatpuri,Nashik,19.7822,73.6211,635,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,11.2,52.2,
1357,183042,Pimpri-Sadrddino,Igatpuri,Nashik,19.6744,73.6122,670,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,5.6,52.2,
1358,183043,Rayambe,Igatpuri,Nashik,19.7969,73.5925,615,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,11.4,52.2,
1359,183044,Sakur,Igatpuri,Nashik,19.6211,73.6822,665,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,14.8,52.2,
1360,183045,Samnera,Igatpuri,Nashik,19.7122,73.6544,618,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,9.6,52.2,
1361,183046,Sanjegaon,Igatpuri,Nashik,19.824,73.6119,612,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,14.9,52.2,
1362,183047,Shenit,Igatpuri,Nashik,19.7544,73.5822,635,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,6.5,52.2,
1363,183048,Shenwad Bk,Igatpuri,Nashik,19.6953,73.6458,620,09-02-2026,09-02-2026,45,Igatpuri AWS,19.698,73.564,8.6,52.2,
